ID,UUID,Satisfaction,Trust/Confidence,Effectiveness/Quality,UserGroup,Years,Region,Ease/Simplicity,Efficiency/Speed,Equity/Transparency,Helpfulness,FreeText,Created At,Page,Referrer,User Agent
2023-08-27_17:35:06-423,9a1e1598-0781-,5,5,4,Group4,2-3 years,Region4,4,3,3,4,,2022-08-04 13:18:01 UTC,/contact/,https://beepbeep.gov/contact/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-424,83f52999-8461-,4,4,5,Group3,2-3 years,Region4,3,2,3,3,,2022-08-04 17:24:18 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77"
2023-08-27_17:35:06-425,276e8a87-dbca-,2,4,4,Group4,3-4 years,Region3,4,3,2,4,,2022-08-04 21:30:02 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; LM-G820) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-426,2cdcac35-4332-,4,3,4,Group3,3-4 years,Region4,5,4,4,3,,2022-08-04 22:42:04 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77"
2023-08-27_17:35:06-427,1dd79be3-8717-,3,2,2,Group2,1-2 years,Region2,2,2,2,2,,2022-08-04 22:53:47 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77"
2023-08-27_17:35:06-428,1a6fdedd-dc45-,4,4,4,Group3,2-3 years,Region4,2,2,3,3,,2022-08-04 23:11:02 UTC,/contact/,https://beepbeep.gov/education/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.71"
2023-08-27_17:35:06-429,4b9c94a3-e83a-,4,4,4,Group2,2-3 years,Region3,2,3,2,2,,2022-08-05 02:04:59 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-430,12b91414-a3b3-,4,4,4,Group3,2-3 years,Region2,2,4,3,3,,2022-08-05 14:06:41 UTC,/contact/,https://beepbeep.gov/catalog-help/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
2023-08-27_17:35:06-431,d05eac15-6609-,4,4,3,Group3,2-3 years,Region4,3,3,4,4,,2022-08-05 20:11:24 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
2023-08-27_17:35:06-432,623a3023-349a-,3,4,4,Group2,1-2 years,Region2,2,2,2,1,,2022-08-06 19:43:20 UTC,/contact/,nan,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-433,bf78f92d-99f8-,5,4,4,Group3,2-3 years,Region5,3,4,3,3,,2022-08-06 23:26:54 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-434,b31c3912-5fe4-,3,3,4,Group2,1-2 years,Region2,2,1,1,3,,2022-08-07 22:02:03 UTC,/contact/,https://resources.beepbeep.gov/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/17.0 Chrome/96.0.4664.104 Safari/537.36"
2023-08-27_17:35:06-435,d9f85312-ed41-,4,4,4,Group3,2-3 years,Region4,2,2,2,2,,2022-08-08 07:59:56 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36 Edg/103.0.1264.77"
2023-08-27_17:35:06-436,a74689ff-82fa-,5,5,4,Group4,3-4 years,Region3,2,2,2,3,,2022-08-08 16:13:05 UTC,/contact/,nan,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G930V Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4896.79 Mobile Safari/537.36"
2023-08-27_17:35:06-437,f8cbbd70-7eeb-,4,5,4,Group3,2-3 years,Region3,2,3,2,3,,2022-08-08 21:49:40 UTC,/contact/,nan,"Mozilla/5.0 (Linux; Android 11; Nokia X100) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-438,7128120e-6b9b-,3,2,3,Group2,2-3 years,Region4,2,2,2,3,,2022-08-09 01:02:17 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-439,c936b602-fe18-,4,3,4,Group3,2-3 years,Region3,3,2,2,4,,2022-08-09 01:05:19 UTC,/contact/,https://beepbeep.gov/developers/open-source/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-440,a39c2f0c-1622-,4,5,5,Group3,1-2 years,Region2,3,4,3,3,,2022-08-09 01:09:50 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-441,c1d253f3-b513-,4,5,5,Group5,4-5 years,Region5,2,4,2,4,,2022-08-09 01:55:49 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-442,19a28d6a-625a-,5,5,5,Group4,4-5 years,Region5,2,2,4,3,,2022-08-09 01:55:58 UTC,/home/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-443,a4bd970f-2966-,4,4,2,Group2,1-2 years,Region2,1,1,1,1,,2022-08-09 01:56:08 UTC,/home/,https://google.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-444,6d86c122-2024-,5,5,5,Group2,2-3 years,Region3,1,1,1,1,,2022-08-09 01:56:11 UTC,/home/,https://google.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-445,7d084f40-3ed4-,4,4,4,Group2,2-3 years,Region3,1,1,1,2,,2022-08-09 01:56:12 UTC,/home/,https://google.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-446,acd83d38-4f6d-,4,4,4,Group4,4-5 years,Region3,4,3,4,3,,2022-08-09 01:56:13 UTC,/home/,https://google.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-447,89f55a0a-2a55-,5,5,4,Group3,3-4 years,Region4,4,5,5,3,,2022-08-09 01:56:14 UTC,/home/,https://google.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-448,beca33ae-ceec-,5,5,5,Group2,3-4 years,Region3,2,4,4,2,,2022-08-09 01:56:28 UTC,/home/,https://google.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-449,756b6253-14fe-,2,2,4,Group1,1-2 years,Region2,2,1,1,1,,2022-08-09 01:57:45 UTC,/home/,https://google.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-450,eb9f5d07-fe27-,5,5,5,Group2,4-5 years,Region5,2,3,3,4,,2022-08-09 01:58:37 UTC,../../../,https://google.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-451,8c229435-d8a9-,3,4,2,Group3,1-2 years,Region3,2,4,2,2,,2022-08-09 01:59:05 UTC,../../../,https://google.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-452,b8475f44-272f-,4,3,3,Group3,2-3 years,Region3,2,2,2,2,,2022-08-09 02:07:10 UTC,/contact/,https://beepbeep.gov/developers/open-source/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36"
2023-08-27_17:35:06-453,5c7694ba-7b82-,4,4,4,Group5,4-5 years,Region4,4,4,4,4,,2022-08-09 19:06:36 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
2023-08-27_17:35:06-454,4407b507-0c31-,4,5,5,Group3,3-4 years,Region4,2,3,4,4,,2022-08-09 22:55:15 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 9; KFONWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/102.3.17 like Chrome/102.0.5005.164 Safari/537.36"
2023-08-27_17:35:06-455,77863d50-2daf-,4,4,2,Group3,1-2 years,Region2,1,2,2,3,,2022-08-10 18:13:54 UTC,/contact/,https://beepbeep.gov/about/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/103.0.5060.63 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-456,63105799-69db-,5,4,4,Group3,2-3 years,Region3,3,3,4,4,,2022-08-11 12:07:32 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.47"
2023-08-27_17:35:06-457,abcfc449-9b97-,5,5,5,Group5,4-5 years,Region5,2,2,1,1,,2022-08-11 14:20:40 UTC,/contact/,https://beepbeep.gov/sunshine-week/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
2023-08-27_17:35:06-458,a49ce04c-9acb-,3,4,4,Group3,3-4 years,Region3,2,2,1,1,,2022-08-11 17:24:03 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
2023-08-27_17:35:06-459,0441c659-dbe1-,4,5,5,Group4,4-5 years,Region4,5,4,2,2,,2022-08-11 17:56:41 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; SM-A307FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-460,d599a249-fae0-,4,4,4,Group3,1-2 years,Region3,1,1,1,2,,2022-08-11 21:04:08 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 11; moto g pure) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36"
2023-08-27_17:35:06-461,17eb1a26-ce25-,4,2,2,Group2,1-2 years,Region2,2,2,2,2,,2022-08-12 04:45:36 UTC,/contact/,https://catalog.beepbeep.gov/,Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0
2023-08-27_17:35:06-462,40a78c9f-2ddf-,4,4,4,Group3,2-3 years,Region3,3,4,4,3,,2022-08-12 04:46:16 UTC,/contact/,https://catalog.beepbeep.gov/,Mozilla/5.0 (X11; Linux x86_64; rv:91.0) Gecko/20100101 Firefox/91.0
2023-08-27_17:35:06-463,42c4bdec-e36e-,4,4,5,Group3,3-4 years,Region4,4,4,4,4,,2022-08-13 02:55:52 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.47"
2023-08-27_17:35:06-464,139dc1b2-270a-,4,3,3,Group2,1-2 years,Region4,2,2,2,2,,2022-08-13 19:11:18 UTC,/contact/,https://www.bing.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
2023-08-27_17:35:06-465,de843e0c-314e-,4,3,3,Group3,1-2 years,Region2,1,1,1,1,,2022-08-15 01:25:34 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36 Edg/98.0.1108.62"
2023-08-27_17:35:06-466,7ac1530b-d1f8-,4,4,4,Group3,2-3 years,Region3,2,2,2,2,,2022-08-15 01:26:59 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36 Edg/98.0.1108.62"
2023-08-27_17:35:06-467,39798354-50af-,4,4,4,Group4,3-4 years,Region4,3,3,3,2,,2022-08-15 14:46:50 UTC,/contact/,https://catalog.beepbeep.gov/dataset,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15"
2023-08-27_17:35:06-468,733abd41-0461-,4,3,2,Group2,1-2 years,Region2,2,4,3,2,,2022-08-16 12:53:13 UTC,/contact/,https://beepbeep.doi.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
2023-08-27_17:35:06-469,d26f3dfc-218b-,4,4,4,Group3,2-3 years,Region3,2,2,2,3,,2022-08-16 13:21:30 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 9; KFTRWI) AppleWebKit/537.36 (KHTML, like Gecko) Silk/102.3.17 like Chrome/102.0.5005.164 Safari/537.36"
2023-08-27_17:35:06-470,3a748a22-7e85-,3,3,2,Group2,1-2 years,Region2,2,2,2,2,,2022-08-16 15:06:37 UTC,/contact/,nan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
2023-08-27_17:35:06-471,57266b86-03cd-,4,4,4,Group4,3-4 years,Region4,3,4,4,4,,2022-08-17 19:11:23 UTC,/contact/,https://catalog.beepbeep.gov/dataset/list-of-ssa-approved-forms,"Mozilla/5.0 (Linux; Android 7.1.2; LM-X210APM Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
2023-08-27_17:35:06-472,d9bdca7a-ef82-,5,5,5,Group3,2-3 years,Region3,1,1,1,1,,2022-08-17 19:14:16 UTC,/contact/,https://catalog.beepbeep.gov/dataset/list-of-ssa-approved-forms,"Mozilla/5.0 (Linux; Android 7.1.2; LM-X210APM Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
2023-08-27_17:35:06-473,40acda9d-dab0-,4,4,4,Group2,2-3 years,Region2,2,1,2,3,,2022-08-17 19:14:53 UTC,/contact/,https://catalog.beepbeep.gov/dataset/list-of-ssa-approved-forms,"Mozilla/5.0 (Linux; Android 7.1.2; LM-X210APM Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
2023-08-27_17:35:06-474,050a2eee-355c-,4,5,4,Group3,3-4 years,Region3,5,4,3,3,,2022-08-17 23:27:48 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.54"
2023-08-27_17:35:06-475,9776579c-d5cb-,4,3,4,Group3,1-2 years,Region3,3,2,2,3,,2022-08-18 09:27:32 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-476,0564ba9f-e059-,4,4,4,Group3,2-3 years,Region3,2,2,2,2,,2022-08-18 09:28:37 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1"
2023-08-27_17:35:06-477,56ce1502-5f6b-,3,4,4,Group2,2-3 years,Region4,2,1,2,3,,2022-08-18 14:41:53 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
2023-08-27_17:35:06-478,c70d7b1d-2059-,4,4,5,Group4,2-3 years,Region4,2,1,1,1,,2022-08-18 15:59:25 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
2023-08-27_17:35:06-479,e1ba548a-50a0-,4,4,4,Group2,2-3 years,Region4,2,4,2,4,,2022-08-18 17:08:20 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Linux; Android 12; SM-A326U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36"
2023-08-27_17:35:06-480,8621b45c-5445-,5,5,4,Group4,3-4 years,Region4,2,2,2,2,,2022-08-18 20:58:09 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.54"
2023-08-27_17:35:06-481,394f13c0-9c95-,3,4,3,Group3,2-3 years,Region3,3,3,3,3,,2022-08-19 22:33:30 UTC,/contact/,https://catalog.beepbeep.gov/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.47"
2023-08-27_17:35:06-482,ba43cee3-3b12-,4,5,5,Group4,3-4 years,Region4,2,3,2,1,,2022-08-20 05:39:45 UTC,/contact/,https://beepbeep.gov/search-results/?group=site&q=RAILROAD%20MEDICARE,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-483,4da51ed6-8f68-,4,4,4,Group3,2-3 years,Region4,2,4,3,3,,2022-08-20 16:15:13 UTC,/contact/,https://beepbeep.gov/,"Mozilla/5.0 (Linux; Android 8.0.0; moto e5 play) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.81 Mobile Safari/537.36"
2023-08-27_17:35:06-484,4f798302-88a1-,4,3,3,Group2,2-3 years,Region3,2,2,2,2,,2022-08-20 21:13:10 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-485,7d1dc573-b0f9-,3,3,2,Group2,0-1 years,Region1,3,3,2,3,,2022-08-20 21:13:10 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-486,616457a4-7e35-,5,5,5,Group3,3-4 years,Region4,4,2,2,3,,2022-08-20 21:13:14 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-487,dae13679-2d26-,4,4,4,Group3,2-3 years,Region4,4,2,4,3,,2022-08-20 21:13:42 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-488,51a59be1-5870-,4,4,3,Group2,2-3 years,Region2,2,2,2,2,,2022-08-20 21:13:45 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-489,a83825a3-03d7-,4,4,4,Group2,2-3 years,Region2,2,3,3,2,,2022-08-20 21:13:45 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-490,3ddd0960-9ff0-,4,4,2,Group2,1-2 years,Region2,2,2,3,2,,2022-08-20 21:13:46 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-491,bb42b34a-8ac2-,3,3,4,Group2,2-3 years,Region4,2,2,2,2,,2022-08-20 21:13:46 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-492,d5c1d922-62d6-,3,4,3,Group3,1-2 years,Region2,2,2,2,2,,2022-08-20 21:13:47 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-493,74749b78-e0d2-,4,4,4,Group3,3-4 years,Region5,4,4,4,4,,2022-08-20 21:13:47 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-494,22c208da-9bfd-,5,5,4,Group4,2-3 years,Region4,2,2,2,4,,2022-08-20 21:13:47 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-495,8c8d6306-9396-,4,4,3,Group2,2-3 years,Region3,3,2,2,2,,2022-08-20 21:13:48 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-496,eb6a2f5f-7d32-,4,4,3,Group3,2-3 years,Region3,3,4,3,3,,2022-08-20 21:13:48 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-497,029ac725-3e04-,5,5,4,Group4,4-5 years,Region5,4,4,4,5,,2022-08-20 21:13:49 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-498,f2eaa4b9-5fe5-,4,4,4,Group3,1-2 years,Region4,2,3,3,4,,2022-08-20 21:13:49 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-499,47358e48-b561-,4,4,4,Group3,1-2 years,Region3,2,3,3,3,,2022-08-20 21:13:50 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-500,75c531d7-c92b-,3,4,2,Group2,0-1 years,Region2,3,3,3,3,,2022-08-20 21:13:50 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-501,1587478e-1ed8-,4,5,5,Group3,2-3 years,Region4,1,2,4,3,,2022-08-20 21:13:50 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-502,60e49f2d-1d5e-,3,4,3,Group3,2-3 years,Region3,2,2,3,3,,2022-08-20 21:13:51 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-503,230c71fb-4d98-,4,4,3,Group3,2-3 years,Region4,4,4,3,4,,2022-08-20 21:13:51 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-504,10e06449-69d5-,5,5,5,Group3,2-3 years,Region4,5,1,3,4,,2022-08-20 21:13:52 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-505,21ba681d-1d69-,4,3,4,Group3,3-4 years,Region3,3,2,2,2,,2022-08-20 21:13:52 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-506,c68bc7fd-1c5d-,4,5,4,Group3,2-3 years,Region4,3,3,3,3,,2022-08-20 21:13:53 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
2023-08-27_17:35:06-507,a56f8f5e-491d-,4,4,3,Group4,3-4 years,Region5,3,2,2,3,,2022-08-20 21:13:53 UTC,/contact/,https://beepbeep.gov/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0
